t,ch1,ch1_marked,ch1_ai_marked
164.896,0.25306,0,0.0
164.897,0.26073,0,0.0
164.898,0.26073,0,0.0
164.899,0.24539,0,0.0
164.9,0.26328,0,0.0
164.901,0.26073,0,0.0
164.902,0.25562,0,0.0
164.903,0.25306,0,0.0
164.904,0.27351,0,0.0
164.905,0.27351,0,0.0
164.906,0.24539,0,0.0
164.907,0.2684,0,0.0
164.908,0.2684,0,0.0
164.909,0.27095,0,0.0
164.91,0.27095,0,0.0
164.911,0.25817,0,0.0
164.912,0.24795,0,0.0
164.913,0.25306,0,0.0
164.914,0.24539,0,0.0
164.915,0.27862,0,0.0
164.916,0.25306,0,0.0
164.917,0.26328,0,0.0
164.918,0.26584,0,0.0
164.919,0.25306,0,0.0
164.92,0.25562,0,0.0
164.921,0.2684,0,0.0
164.922,0.25562,0,0.0
164.923,0.27351,0,0.0
164.924,0.25562,0,0.0
164.925,0.26328,0,0.0
164.926,0.25306,0,0.0
164.927,0.28118,0,0.0
164.928,0.25562,0,0.0
164.929,0.26073,0,0.0
164.93,0.25306,0,0.0
164.931,0.2684,0,0.0
164.932,0.27606,0,0.0
164.933,0.25817,0,0.0
164.934,0.25306,0,0.0
164.935,0.2684,0,0.0
164.936,0.2914,0,0.0
164.937,0.28118,0,0.0
164.938,0.26584,0,0.0
164.939,0.27095,0,0.0
164.94,0.27095,0,0.0
164.941,0.24795,0,0.0
164.942,0.27351,0,0.0
164.943,0.2684,0,0.0
164.944,0.2684,0,0.0
164.945,0.2684,0,0.0
164.946,0.27606,0,0.0
164.947,0.26584,0,0.0
164.948,0.27351,0,0.0
164.949,0.26328,0,0.0
164.95,0.26073,0,0.0
164.951,0.27095,0,0.0
164.952,0.27862,0,0.0
164.953,0.27862,0,0.0
164.954,0.27351,0,0.0
164.955,0.2684,0,0.0
164.956,0.29396,0,0.0
164.957,0.27351,0,0.0
164.958,0.27095,0,0.0
164.959,0.27095,0,0.0
164.96,0.28118,0,0.0
164.961,0.27351,0,0.0
164.962,0.27095,0,0.0
164.963,0.27095,0,0.0
164.964,0.2684,0,0.0
164.965,0.26328,0,0.0
164.966,0.26328,0,0.0
164.967,0.28629,0,0.0
164.968,0.27606,0,0.0
164.969,0.27606,0,0.0
164.97,0.29651,0,0.0
164.971,0.27862,0,0.0
164.972,0.28373,0,0.0
164.973,0.26584,0,0.0
164.974,0.26584,0,0.0
164.975,0.2684,0,0.0
164.976,0.27351,0,0.0
164.977,0.28118,0,0.0
164.978,0.27606,0,0.0
164.979,0.2914,0,0.0
164.98,0.27351,0,0.0
164.981,0.2914,0,0.0
164.982,0.26584,0,0.0
164.983,0.27351,0,0.0
164.984,0.2914,0,0.0
164.985,0.27095,0,0.0
164.986,0.27606,0,0.0
164.987,0.2684,0,0.0
164.988,0.28118,0,0.0
164.989,0.28373,0,0.0
164.99,0.26584,0,0.0
164.991,0.27606,0,0.0
164.992,0.27606,0,0.0
164.993,0.2914,0,0.0
164.994,0.27606,0,0.0
164.995,0.26584,0,0.0
164.996,0.28118,0,0.0
164.997,0.27862,0,0.0
164.998,0.28373,0,0.0
164.999,0.27095,0,0.0
165.0,0.2684,0,0.0
165.001,0.27606,0,0.0
165.002,0.27606,0,0.0
165.003,0.28118,0,0.0
165.004,0.27862,0,0.0
165.005,0.28885,0,0.0
165.006,0.28629,0,0.0
165.007,0.27862,0,0.0
165.008,0.28373,0,0.0
165.009,0.27862,0,0.0
165.01,0.2505,0,0.0
165.011,0.28885,0,0.0
165.012,0.26073,0,0.0
165.013,0.28885,0,0.0
165.014,0.28118,0,0.0
165.015,0.27351,0,0.0
165.016,0.2684,0,0.0
165.017,0.2914,0,0.0
165.018,0.28118,0,0.0
165.019,0.27606,0,0.0
165.02,0.28629,0,0.0
165.021,0.27095,0,0.0
165.022,0.2684,0,0.0
165.023,0.27095,0,0.0
165.024,0.27351,0,0.0
165.025,0.28885,0,0.0
165.026,0.28373,0,0.0
165.027,0.28885,0,0.0
165.028,0.29651,0,0.0
165.029,0.27606,0,0.0
165.03,0.27351,0,0.0
165.031,0.28885,0,0.0
165.032,0.28629,0,0.0
165.033,0.26584,0,0.0
165.034,0.27351,0,0.0
165.035,0.29651,0,0.0
165.036,0.27095,0,0.0
165.037,0.2684,0,0.0
165.038,0.28118,0,0.0
165.039,0.28629,0,0.0
165.04,0.2914,0,0.0
165.041,0.28373,0,0.0
165.042,0.30418,0,0.0
165.043,0.26584,0,0.0
165.044,0.28118,0,0.0
165.045,0.28373,0,0.0
165.046,0.28118,0,0.0
165.047,0.28118,0,0.0
165.048,0.27351,0,0.0
165.049,0.29651,0,0.0
165.05,0.27606,0,0.0
165.051,0.28373,0,0.0
165.052,0.27862,0,0.0
165.053,0.27351,0,0.0
165.054,0.28885,0,0.0
165.055,0.29651,0,0.0
165.056,0.27606,0,0.0
165.057,0.29396,0,0.0
165.058,0.27351,0,0.0
165.059,0.28373,0,0.0
165.06,0.27606,0,0.0
165.061,0.28629,0,0.0
165.062,0.28373,0,0.0
165.063,0.27606,0,0.0
165.064,0.28885,0,0.0
165.065,0.28885,0,0.0
165.066,0.29396,0,0.0
165.067,0.29907,0,0.0
165.068,0.26584,0,0.0
165.069,0.27351,0,0.0
165.07,0.27351,0,0.0
165.071,0.28629,0,0.0
165.072,0.28373,0,0.0
165.073,0.28118,0,0.0
165.074,0.28629,0,0.0
165.075,0.28885,0,0.0
165.076,0.28373,0,0.0
165.077,0.27095,0,0.0
165.078,0.28885,0,0.0
165.079,0.28629,0,0.0
165.08,0.29907,0,0.0
165.081,0.28118,0,0.0
165.082,0.28118,0,0.0
165.083,0.29396,0,0.0
165.084,0.29651,0,0.0
165.085,0.30163,0,0.0
165.086,0.27862,0,0.0
165.087,0.27606,0,0.0
165.088,0.29651,0,0.0
165.089,0.29651,0,0.0
165.09,0.27095,0,0.0
165.091,0.27862,0,0.0
165.092,0.28118,0,0.0
165.093,0.30674,0,0.0
165.094,0.27606,0,0.0
165.095,0.2684,0,0.0
165.096,0.27862,0,0.0
165.097,0.29396,0,0.0
165.098,0.2914,0,0.0
165.099,0.29396,0,0.0
165.1,0.27606,0,0.0
165.101,0.28373,0,0.0
165.102,0.2914,0,0.0
165.103,0.27862,0,0.0
165.104,0.27606,0,0.0
165.105,0.2914,0,0.0
165.106,0.28629,0,0.0
165.107,0.27351,0,0.0
165.108,0.27862,0,0.0
165.109,0.29396,0,0.0
165.11,0.27351,0,0.0
165.111,0.28118,0,0.0
165.112,0.29396,0,0.0
165.113,0.28118,0,0.0
165.114,0.27606,0,0.0
165.115,0.28629,0,0.0
165.116,0.28373,0,0.0
165.117,0.26073,0,0.0
165.118,0.2684,0,0.0
165.119,0.28118,0,0.0
165.12,0.27606,0,0.0
165.121,0.30163,0,0.0
165.122,0.28118,0,0.0
165.123,0.2914,0,0.0
165.124,0.28885,0,0.0
165.125,0.27095,0,0.0
165.126,0.27606,0,0.0
165.127,0.29396,0,0.0
165.128,0.27606,0,0.0
165.129,0.27351,0,0.0
165.13,0.27606,0,0.0
165.131,0.26584,0,0.0
165.132,0.27351,0,0.0
165.133,0.28373,0,0.0
165.134,0.27606,0,0.0
165.135,0.28118,0,0.0
165.136,0.27351,0,0.0
165.137,0.26584,0,0.0
165.138,0.29907,0,0.0
165.139,0.28885,0,0.0
165.14,0.26584,0,0.0
165.141,0.27606,0,0.0
165.142,0.26584,0,0.0
165.143,0.2684,0,0.0
165.144,0.28373,0,0.0
165.145,0.27606,0,0.0
165.146,0.27862,0,0.0
165.147,0.28629,0,1.0
165.148,0.2914,0,1.0
165.149,0.27862,0,1.0
165.15,0.28629,0,1.0
165.151,0.27095,0,1.0
165.152,0.2684,0,1.0
165.153,0.29907,0,1.0
165.154,0.28629,0,0.0
165.155,0.28629,0,1.0
165.156,0.28629,0,1.0
165.157,0.29907,0,1.0
165.158,0.29907,0,1.0
165.159,0.30929,0,0.0
165.16,0.28885,0,0.0
165.161,0.30418,0,0.0
165.162,0.30929,0,0.0
165.163,0.32974,0,0.0
165.164,0.31441,0,0.0
165.165,0.31952,0,0.0
165.166,0.31441,0,0.0
165.167,0.3323,0,0.0
165.168,0.34764,1,0.0
165.169,0.36297,1,0.0
165.17,0.35275,1,0.0
165.171,0.3732,1,0.0
165.172,0.40132,1,0.0
165.173,0.42432,1,0.0
165.174,0.4371,1,0.0
165.175,0.46011,1,0.0
165.176,0.48311,1,0.0
165.177,0.50356,1,0.0
165.178,0.53424,1,0.0
165.179,0.57002,1,0.0
165.18,0.57769,1,0.0
165.181,0.59303,1,0.0
165.182,0.6237,1,0.0
165.183,0.63904,1,0.0
165.184,0.6237,1,0.0
165.185,0.64926,1,0.0
165.186,0.6646,1,0.0
165.187,0.67482,1,0.0
165.188,0.69272,1,0.0
165.189,0.66716,1,0.0
165.19,0.71317,1,0.0
165.191,0.70039,1,0.0
165.192,0.72595,1,0.0
165.193,0.73362,1,0.0
165.194,0.71061,1,0.0
165.195,0.71828,1,0.0
165.196,0.73362,1,0.0
165.197,0.73617,1,0.0
165.198,0.72595,1,0.0
165.199,0.74384,1,0.0
165.2,0.73362,1,0.0
165.201,0.75151,1,0.0
165.202,0.75662,1,0.0
165.203,0.76685,1,0.0
165.204,0.7694,1,0.0
165.205,0.76429,1,0.0
165.206,0.74384,1,0.0
165.207,0.77451,1,0.0
165.208,0.78985,1,1.0
165.209,0.78218,1,1.0
165.21,0.77451,1,0.0
165.211,0.7694,1,1.0
165.212,0.77196,1,1.0
165.213,0.75406,1,0.0
165.214,0.7464,1,1.0
165.215,0.75151,1,1.0
165.216,0.74384,1,1.0
165.217,0.75406,1,0.0
165.218,0.73873,1,1.0
165.219,0.73873,1,1.0
165.22,0.72595,1,0.0
165.221,0.73362,1,1.0
165.222,0.71317,1,1.0
165.223,0.71572,1,1.0
165.224,0.71572,1,1.0
165.225,0.69783,1,1.0
165.226,0.7055,1,1.0
165.227,0.69783,1,1.0
165.228,0.70805,1,1.0
165.229,0.69527,1,1.0
165.23,0.6876,1,1.0
165.231,0.67994,1,1.0
165.232,0.69272,1,1.0
165.233,0.70039,1,1.0
165.234,0.69272,1,1.0
165.235,0.69272,1,1.0
165.236,0.69527,1,1.0
165.237,0.69527,1,1.0
165.238,0.67738,1,1.0
165.239,0.67738,1,1.0
165.24,0.67482,1,1.0
165.241,0.69272,1,1.0
165.242,0.66716,1,1.0
165.243,0.68249,1,1.0
165.244,0.68505,1,1.0
165.245,0.67227,1,1.0
165.246,0.65693,1,1.0
165.247,0.65949,1,1.0
165.248,0.6646,1,1.0
165.249,0.6646,1,1.0
165.25,0.65182,1,1.0
165.251,0.63904,1,1.0
165.252,0.64159,1,1.0
165.253,0.64159,1,1.0
165.254,0.65949,1,1.0
165.255,0.63904,1,1.0
165.256,0.62881,1,1.0
165.257,0.64415,1,1.0
165.258,0.63393,1,1.0
165.259,0.63137,1,1.0
165.26,0.64415,1,1.0
165.261,0.63137,1,1.0
165.262,0.62626,1,1.0
165.263,0.64415,1,1.0
165.264,0.63648,1,1.0
165.265,0.64671,1,1.0
165.266,0.64671,1,1.0
165.267,0.65438,1,1.0
165.268,0.66716,1,1.0
165.269,0.65438,1,1.0
165.27,0.66204,1,1.0
165.271,0.66204,1,1.0
165.272,0.67482,1,1.0
165.273,0.67227,1,1.0
165.274,0.68249,1,1.0
165.275,0.66971,1,1.0
165.276,0.67994,1,1.0
165.277,0.69016,1,1.0
165.278,0.67227,1,1.0
165.279,0.66971,1,1.0
165.28,0.68505,1,1.0
165.281,0.68249,1,1.0
165.282,0.6876,1,1.0
165.283,0.6876,1,1.0
165.284,0.69783,1,1.0
165.285,0.66971,1,1.0
165.286,0.67227,1,1.0
165.287,0.67482,1,1.0
165.288,0.66971,1,1.0
165.289,0.66716,1,1.0
165.29,0.66971,1,1.0
165.291,0.66716,1,1.0
165.292,0.6646,1,1.0
165.293,0.6646,1,1.0
165.294,0.66716,1,1.0
165.295,0.6646,1,1.0
165.296,0.65182,1,1.0
165.297,0.66971,1,1.0
165.298,0.64926,1,1.0
165.299,0.65438,1,1.0
165.3,0.65438,1,1.0
165.301,0.63648,1,1.0
165.302,0.63904,1,1.0
165.303,0.62881,1,1.0
165.304,0.62115,1,1.0
165.305,0.63904,1,1.0
165.306,0.61859,1,1.0
165.307,0.60581,1,1.0
165.308,0.59814,1,1.0
165.309,0.60581,1,1.0
165.31,0.61348,1,1.0
165.311,0.6007,1,1.0
165.312,0.59303,1,1.0
165.313,0.58792,1,1.0
165.314,0.59558,1,1.0
165.315,0.59047,1,1.0
165.316,0.59047,1,1.0
165.317,0.57513,1,1.0
165.318,0.59047,1,1.0
165.319,0.57769,1,1.0
165.32,0.59303,1,1.0
165.321,0.56491,1,1.0
165.322,0.5598,1,1.0
165.323,0.58025,1,1.0
165.324,0.58025,1,1.0
165.325,0.58536,1,1.0
165.326,0.57513,1,1.0
165.327,0.55724,1,1.0
165.328,0.57513,1,1.0
165.329,0.5828,1,1.0
165.33,0.58025,1,1.0
165.331,0.58025,1,1.0
165.332,0.56747,1,1.0
165.333,0.59303,1,1.0
165.334,0.56491,1,1.0
165.335,0.57258,1,1.0
165.336,0.58025,1,1.0
165.337,0.5828,1,1.0
165.338,0.57513,1,1.0
165.339,0.5828,1,1.0
165.34,0.5598,1,1.0
165.341,0.57513,1,1.0
165.342,0.58792,1,1.0
165.343,0.60325,1,1.0
165.344,0.59303,1,1.0
165.345,0.60581,1,1.0
165.346,0.61603,1,1.0
165.347,0.58025,1,1.0
165.348,0.58536,1,1.0
165.349,0.59047,1,1.0
165.35,0.59047,1,1.0
165.351,0.61348,1,1.0
165.352,0.59558,1,1.0
165.353,0.58792,1,1.0
165.354,0.59814,1,1.0
165.355,0.59303,1,1.0
165.356,0.59303,1,1.0
165.357,0.58536,1,1.0
165.358,0.58025,1,1.0
165.359,0.58792,1,1.0
165.36,0.58792,1,1.0
165.361,0.57769,1,1.0
165.362,0.57513,1,1.0
165.363,0.56491,1,1.0
165.364,0.56747,1,1.0
165.365,0.56491,1,1.0
165.366,0.57258,1,1.0
165.367,0.56235,1,1.0
165.368,0.5598,1,1.0
165.369,0.56235,1,1.0
165.37,0.56235,1,1.0
165.371,0.55213,1,1.0
165.372,0.52912,1,1.0
165.373,0.52146,1,1.0
165.374,0.53424,1,1.0
165.375,0.53168,1,1.0
165.376,0.53424,1,1.0
165.377,0.5189,1,1.0
165.378,0.52146,1,1.0
165.379,0.5189,1,1.0
165.38,0.51634,1,1.0
165.381,0.50101,1,1.0
165.382,0.51379,1,1.0
165.383,0.50356,1,1.0
165.384,0.48056,1,1.0
165.385,0.50612,1,1.0
165.386,0.50612,1,1.0
165.387,0.49589,1,1.0
165.388,0.49334,1,1.0
165.389,0.50867,1,1.0
165.39,0.48823,1,1.0
165.391,0.48056,1,1.0
165.392,0.47289,1,1.0
165.393,0.47033,1,1.0
165.394,0.46266,1,1.0
165.395,0.45244,1,1.0
165.396,0.46011,1,1.0
165.397,0.47289,1,1.0
165.398,0.47289,1,1.0
165.399,0.47544,1,1.0
165.4,0.46011,1,1.0
165.401,0.45244,1,1.0
165.402,0.44477,1,1.0
165.403,0.46778,1,1.0
165.404,0.45244,1,1.0
165.405,0.455,1,1.0
165.406,0.455,1,1.0
165.407,0.49589,1,1.0
165.408,0.478,1,1.0
165.409,0.46522,1,1.0
165.41,0.48567,1,1.0
165.411,0.46522,1,1.0
165.412,0.46266,1,1.0
165.413,0.48311,1,1.0
165.414,0.48567,1,1.0
165.415,0.50612,1,1.0
165.416,0.50101,1,1.0
165.417,0.50356,1,1.0
165.418,0.49334,1,1.0
165.419,0.50101,1,1.0
165.42,0.50356,1,1.0
165.421,0.48056,1,1.0
165.422,0.49845,1,1.0
165.423,0.50101,1,1.0
165.424,0.50612,1,1.0
165.425,0.50867,1,1.0
165.426,0.49845,1,1.0
165.427,0.49845,1,1.0
165.428,0.51379,1,1.0
165.429,0.5189,1,1.0
165.43,0.5189,1,1.0
165.431,0.50612,1,1.0
165.432,0.50356,1,1.0
165.433,0.5189,1,1.0
165.434,0.51379,1,1.0
165.435,0.52401,1,1.0
165.436,0.51379,1,1.0
165.437,0.50867,1,1.0
165.438,0.48823,1,1.0
165.439,0.52912,1,1.0
165.44,0.50356,1,1.0
165.441,0.51123,1,1.0
165.442,0.51123,1,1.0
165.443,0.50612,1,1.0
165.444,0.48311,1,1.0
165.445,0.49334,1,1.0
165.446,0.49845,1,1.0
165.447,0.51123,1,1.0
165.448,0.48823,1,1.0
165.449,0.50101,1,1.0
165.45,0.50101,1,1.0
165.451,0.48823,1,1.0
165.452,0.49589,1,1.0
165.453,0.48567,1,1.0
165.454,0.50356,1,1.0
165.455,0.48823,1,1.0
165.456,0.48823,1,1.0
165.457,0.49334,1,1.0
165.458,0.48823,1,1.0
165.459,0.46011,1,1.0
165.46,0.47289,1,1.0
165.461,0.47544,1,1.0
165.462,0.46778,1,1.0
165.463,0.46778,1,1.0
165.464,0.46778,1,1.0
165.465,0.48056,1,1.0
165.466,0.46778,1,1.0
165.467,0.45755,1,1.0
165.468,0.4371,1,1.0
165.469,0.43455,1,1.0
165.47,0.43455,1,1.0
165.471,0.44733,1,1.0
165.472,0.43455,1,1.0
165.473,0.455,1,1.0
165.474,0.42688,1,1.0
165.475,0.42943,0,1.0
165.476,0.42943,0,1.0
165.477,0.41665,0,1.0
165.478,0.42688,0,1.0
165.479,0.41921,0,1.0
165.48,0.41921,0,1.0
165.481,0.42432,0,1.0
165.482,0.40643,0,1.0
165.483,0.41154,0,1.0
165.484,0.40387,0,1.0
165.485,0.39876,0,1.0
165.486,0.41154,0,1.0
165.487,0.40132,0,1.0
165.488,0.39365,0,1.0
165.489,0.3962,0,1.0
165.49,0.38342,0,1.0
165.491,0.38598,0,1.0
165.492,0.40643,0,1.0
165.493,0.38342,0,1.0
165.494,0.38854,0,1.0
165.495,0.39109,0,1.0
165.496,0.37575,0,1.0
165.497,0.37575,0,1.0
165.498,0.39365,0,1.0
165.499,0.36809,0,1.0
165.5,0.37064,0,1.0
165.501,0.36553,0,1.0
165.502,0.38854,0,1.0
165.503,0.3732,0,1.0
165.504,0.37064,0,1.0
165.505,0.3732,0,1.0
165.506,0.38342,0,1.0
165.507,0.35786,0,1.0
165.508,0.3732,0,1.0
165.509,0.36553,0,1.0
165.51,0.36553,0,1.0
165.511,0.35786,0,1.0
165.512,0.37064,0,1.0
165.513,0.34508,0,1.0
165.514,0.37831,0,1.0
165.515,0.35786,0,1.0
165.516,0.34508,0,1.0
165.517,0.36553,0,1.0
165.518,0.36297,0,0.0
165.519,0.35275,0,1.0
165.52,0.3323,0,1.0
165.521,0.35786,0,1.0
165.522,0.36042,0,1.0
165.523,0.34764,0,1.0
165.524,0.35531,0,1.0
165.525,0.34508,0,1.0
165.526,0.34764,0,1.0
165.527,0.33741,0,1.0
165.528,0.35275,0,0.0
165.529,0.34764,0,1.0
165.53,0.35275,0,0.0
165.531,0.34764,0,1.0
165.532,0.32719,0,0.0
165.533,0.32719,0,0.0
165.534,0.34764,0,0.0
165.535,0.34508,0,0.0
165.536,0.33997,0,0.0
165.537,0.33997,0,0.0
165.538,0.33997,0,0.0
165.539,0.31952,0,0.0
165.54,0.33997,0,0.0
165.541,0.33486,0,0.0
165.542,0.32974,0,0.0
165.543,0.33486,0,0.0
165.544,0.34508,0,0.0
165.545,0.32974,0,0.0
165.546,0.32974,0,0.0
165.547,0.32463,0,0.0
165.548,0.33997,0,0.0
165.549,0.32974,0,0.0
165.55,0.34764,0,0.0
165.551,0.31696,0,0.0
165.552,0.33741,0,0.0
165.553,0.32208,0,0.0
165.554,0.31696,0,0.0
165.555,0.32208,0,0.0
165.556,0.33741,0,0.0
165.557,0.34764,0,0.0
165.558,0.32974,0,1.0
165.559,0.31441,0,0.0
165.56,0.35019,0,0.0
165.561,0.33741,0,0.0
165.562,0.32463,0,0.0
165.563,0.32463,0,0.0
165.564,0.3323,0,0.0
165.565,0.34508,0,0.0
165.566,0.3323,0,0.0
165.567,0.30163,0,0.0
165.568,0.30418,0,0.0
165.569,0.3323,0,0.0
165.57,0.32208,0,0.0
165.571,0.33997,0,0.0
165.572,0.31696,0,0.0
165.573,0.31441,0,0.0
165.574,0.33486,0,0.0
165.575,0.32463,0,0.0
